Category,Activity_name,Price,Age_range,Activity_description,Available_dates 
Digər,VR SIMULATOR / PROJECT CARS 2 - MAŞIN YARIŞI,10,6+,"Project CARS 2, Slightly Mad Studios tərəfindən hazırlanmış dünyaca məşhur motor idmanı yarış simulyatoru video oyunudur.
Xüsusiyyətləri.

 180+ elit markalı yarış və yol avtomobilləri
 Full 12K & VR Dəstəyi
 Dinamik səth və hava fizikası real vaxtda avtomobilin performansına və idarəetməsinə təsir göstərir
 Real vaxt atmosfer şəraiti və mövsümi mühit ilə tam 24 saatlıq dövr
 Əlçatan gamepad idarəsi və geniş diapazonlu təkər dəstəyi
 Onlayn Çempionatlar

Qiymət:

10 dəqiqə - 10azn
15 dəqiqə 15azn
20 dəqiqə - 20azn

Yaş: + 6Maksimum iştirakçı sayı: 4Oyun tipi:  Bir-birinizə qarşıTarix: Bazar ertəsi xaric hər günÜnvan: Nizami küçəsi (Tarqovy, dəqiq konum göndəriləcək)Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.Biletlər yalnız tripsome.az-da onlayn satılır. Əldə etməyə tələsin.","['Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)']"
Turlar və Səyahət,Qəbələ A Frame Wood House,250,0+,"Qebele Wood House 
Ünvan Vəndam kəndi, “Yeddi Gözəl”şəlaləsindən 3 dəq.məsafədə yerləşir.

3 yataq otaği,
1 böyük zal,
1 sanitar qovşaq,
studia mətbəx,
İstilik sistemi kombi,
suyu, qazi, işigi ve s. rahatligınız üçün şəraiti vardir,
7-8 nəfər qala bilər,
Həyətində maşın saxlamaq ve mangal üçün şəraiti var,
Evdə qab-qacaq, hamam xalatı, dəsmallar ve s. vardir.

Qeyd: Hotel deyil ve “seher,gunorta,axsham yemeyi” aid deyil.
Qiymetler:

Həfte ichi cume gunu xaric bir gun uchun - 250 Azn (bazar gunu de hamchinin),
Tətil və istirahət günləri (bayramlar,cümə və şənbə) üçün - 300 Azn təşkil edir.

Giriş saati: Günorta saat 14:00 çıxış saati isə 12:00.Ləğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Baz, 14:00-12:00 (30 Apr. - 28 Dek.)', 'Cüm. - Şən., 14:00-12:00 (28 Apr. - 30 Dek.)']"
"Tamaşa, Teatr, Şoular",Elven Assasin / VR OYUN,10,5+,"Yaylarınızı götürün və şəhərin müdafiəsində orklara qarşı dayanın!Yalnız şəkildə  qarşı və ya online rejimdə digər qatillər ilə bilrləşib orklara qarşı da oynaya bilərsiniz.  P.S: Ork döyüşçüləri tərəfindən atılan baltalara diqqət edin!
Oyun tipi: Birlikdə və ya tək orklara qarşıYaş: + 6Tarix: Hər günQeyd: Lazımı avadanlıqlar veriləcəkÜnvan: Nizami küçəsi (Tarqovy, dəqiq konum göndəriləcək)Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Qiymət: 
30dəqiqə - 10azn 
Biletlər yalnız tripsome.az-da onlayn satılır. Əldə etməyə tələsin.","['Baz.E. - Baz, 11:00-00:00 (28 Apr. - 31 Dek.)']"
İncəsənət və Sənətkarlıq,Centlmen Seti Boyama Masterklası,90,12+,"Qiymətə daxildir:

Peşəkar dulusçu tərəfindən təlim
Boyama masterklassı (4 ədəd əşya - fincan, 2 ədəd kiçik qədəh (rumka), podnos, külqabı; əşya çeşidi çoxdur və eyni ölçüdə başqa əşya seçilə bilər).
Bütün lazımi ləvazimatlar və material (saxsı əşyalar, önlük, və s).
Boyama texnikası və əsərlərin rənglərlə dizayn edilməsi (fırça və boyalar təmin olunur).
Çay süfrəsi və dadlı şirniyyatlar.
Foto sessiya imkanı (öz kameranızla).

Müddət: Təqribi 4 saat (eyni gündə və ya müxtəlif günlərdə əsərləri boyamaq mümkündür).
Qiymət: 90AZN (4 əşya)
Proqram
Masterklass bir iştirakçı üçün 4-5 saat davam edir. Bu fəaliyyətdə iştirakçı saxsı qabların dizayn olunmasının müxtəlif üsulları ilə tanış olur və müxtəlif texnikaları istifadə etməklə əşyalara öz zövqünə uyğun dizaynları nəcə verməyi öyrənir. 
Dil: Sessiya Azərbaycan və Rus dillərində aparıla bilər.
Ünvan: Mərdanov Qardaşları 20 (Tarqovı)
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
 ","['Çərş.A. - Baz, 11:00-19:00 (28 Apr. - 31 Dek.)']"
İncəsənət və Sənətkarlıq,3D Keramika Masterklassı,30,5+,"Qiymətə daxildir:
Peşəkar dulusçu tərəfindən təlimDulusçuluq masterklassı (1 əsər; hazırlanan əsəri iştirakçı özü ilə aparır).Bütün lazımi ləvazimatlar və material (çarx, gil, forma verən alət və qəliblər, önlük, və s).Boyama texnikası və əsərin rənglərlə dizayn edilməsi (fırça və boyalar təmin olunur).Çay süfrəsi və dadlı şirniyyatlarFoto sessiya imkanı (öz kameranızla)
Müddət: Təqribi 1.5-2 saat
Qiymət:
Bir əsər: 30AZNDil: Sessiya Azərbaycan və Rus dillərində aparıla bilər.
Ünvan: Mərdanov Qardaşları 20 (Tarqovı)
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Dulusçuluq Sənəti Haqqında
Dulusçuluğun tarixinin təxminən 20000 il əvvələ qədər uzandığını bilirdiniz? Hətta dünyaca məşhur rəssam Pablo Pikasso da bu sənətə vurularaq öz emalatxanasında 3000-dən çox saxsıqab və heykəl düzəldib. 
Proqram
Masterklass bir iştirakçı üçün 1 saat davam edir. Bu fəaliyyətdə iştirakçı saxsı qabların hazırlanmasının müxtəlif üsulları ilə tanış olur və müxtəlif texnikaları istifadə etməklə gilə arzu olunan formanı nəcə verməyi öyrənir. Bir sözlə, əlində olan gil və suyu öz xəyalındakı əsərə necə çevirə biləcəyini kəşf edir. Daha sonra öz zövqünə uyğun əsəri rəngləyir.","['Çərş.A. - Baz, 11:00-19:00 (28 Apr. - 31 Dek.)']"
Digər,VIP JET BAKU,300,1+,"Bakıda ilk dəfə! 😍Dünyanın ən uzun və möhtəşəm salona malik VIP təyyarə fotostudiyası çəkilişləri açıq elan edir! ✈️Ailənizlə, dostlarınız və sevdiklərinizlə unudulmaz anlar yaratmaq üçün bundan gözəl fürsət?😉⠀📷Studiyamız foto və video çəkilişlərdən başqa, reklam və klip çəkilişləri üçün də ideal məkandır.
Qiymətlər:

1saat 300 AZN
2saat 500 AZN

Qeyd: Studiada fotograf xidməti var 1 saat 100AZN
İstəyənlər öz fotografcısı ilə də yaxınlaşa bilər.
Bütün yaradıcı dostlarımızı gözləyirik 🤗","['Baz.E. - Baz, 09:00-23:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 09:00-23:00 (28 Apr. - 31 Dek.)']"
Turlar və Səyahət,A Frame Ev Qəbələ/Vəndam,170,0+,"Evlərimiz Qəbələ/Vəndam kəndində yerləşir.

Evlər genişdir amma ən çox 4 insan ucun nəzərdə tutulub.
EvIərdə istilik/soyutma sistemi çox əladir.
Yeməklər öncədən bildirilərsə kənd yeməkləri və milli mətbəx yaxinliqda restoranda hazirlanib servis edilir.
(Yeməklər qiymətə daxil deyil)
Həyətdə manqal/şiş, sac, sac mangalı, ızgara, setka (balıq/toyuq üçün), steak tavası və s. var.
Butun ev tekstili antialerjik yuyucu tozla yuyulur.
Ortopedik yataqlar mövcuddur və yataq dəsti pambıq ve bambudan istfade edilir.
Bütün mətbəx seti maşında yuyulur və yenidən silinir.
Ev buxarlı və vakumlu karcher aparatla təmizlənir və pronto yer yuyucu vasitesi istfadə edilir.
Odeyal ve yorğan seti  quru təmizləmədə təmizlənir. 

Qiymətlər : 

1gecə/2gün 160 azn.
2gecə/3gün 280azn.

Ünvan: Qəbələ, Vəndam
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Xoş istrahətlər.","['Baz.E. - Baz, 12:00-12:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 12:00-12:00 (28 Apr. - 31 Dek.)']"
İncəsənət və Sənətkarlıq,"Fleyta, Ebru Sənəti + Səhər Yeməyi",75,6+,"Hər həftə sonu səhər yeməyini Ebru master-klassı və canlı fleyta musiqisilə edin.
Proqrama daxildir:

2 nəfərlik səhər yeməyi seti 
Peşəkar Ebru ustası ilə master-klass (2 əsər - əsərləri özünüzlə aparırsınız)
Bütün lazımi ləvazimatlar (fırçalar, boyalar, önlük, alətlər və s)
Canlı musiqi (fleyta)
Foto sessiya imkanı (öz kameranızla)

Vaxt: Həftə sonları 10:00-11:30
Qiymət: 75AZN (2 nəfərlik paket) (əlavə hər nəfər üçün 20AZN və maksimum 4 nəfər iştirak edə bilər)
Dil: Sessiya Azərbaycan dilində aparılır.
Ünvan: Əlimərdan bəy Topçubaşov (Tarqovı)
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz - Baz, 10:00-11:30 (30 Apr. - 31 Dek.)']"
Digər,Narniya Kvest (qrup paketi),160,6 - 12 yaş üçün+,"Cəsur Piter Narniya sakinlərini Bəyaz Cadugərdən xilas etdikdən sonra ona Piter (Möhtəşəm) titulu vererək Ker Paravalın ali kralı elan etdilər. Və, beləliklə, o, öz bacı və qardaşları ilə 15 il hakimiyyətdə oldu. Amma indi Piterin başının üstündə qara buludlar var. O, öz hakimiyyətini itirib. Narniya nə baş verdiyini anlamır, münaqişələr başlayıb...
Hakimiyyəti qanuni krala qaytarmaq yalnız komanda işi ilə baş tuta bilər; siz bir neçə məsələ həll edərək canilərə qalib gəlməlisiniz. Ən əsası - heç nədən qorxmamaqdır, çünki Narniyada xeyir həmişə şərə qalib gəlib!
Qiymət:
Ekonom paket – 16 AZN (1 nəfər)

kvestzona,
məsləhətçi xidmətləri,
aktyorlar,
fotohesabat.

Standart paket – 18 AZN (1 nəfər)

nəqliyyat,
kvestzona,
məsləhətçi xidmətləri,
aktyorlar,
fotohesabat
nəqliyyatda əyləncələr.

Böyüklər üçün giriş bileti 5 AZN (nəqliyyat və çay daxildir); qrup rəhbəri üçün iştirak ödənişsizdir
Kvestin müddəti: 60 dəqiqə
İştirakçıların Sayı: Minimum 10 uşaq iştirak etməlidir (Maksimum iştirakcı sayı 14 nəfər). Bilet alarkən əlavə iştirakçılar üçün də bilet seçə bilərsiniz və biletin qiyməti ümumi məbləğə əlavə olunacaq.
Çətinlik Səviyyəsi: Mürəkkəb (4/5)
Ünvan: Həsən bəy Zərdabi pr. (Qələbə dairəsi və ''Tri Korona” yaşayış kompleksi yaxınlığı
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Baz, 13:00-23:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 13:00-23:00 (28 Apr. - 31 Dek.)']"
İncəsənət və Sənətkarlıq,Öz Qəhrəmanını Çək və Geyin,25,3+,"Təsvir
Cizgi filmlərinin uşaqların yaradıcılığındakı rolu böyükdür və buna görədir ki, hər gün yaradıcı multiplikasiya filmlərinin sayı sürətlə artır. Balacaların sevimli cizgi film qəhrəmanlarınıöz əlləri ilə mayka (t-shirt) üzərinə çəkib geyindikdə yaşayacaqları sevinci düşünün.
Bu fəaliyyətimizdə iştirakçılar istədikləri Disney və digər multiplikasiya personajlarını xüsusi boyalarla mayka (t-shirt) üzərində çəkəcəklər. Uşaqlarınızı bu fəaliyyətə qoşulmağa təşviq edin, çünki rəsm çəkmək onların motor qabiliyyətini və yaradıcılığını inkişaf etdirəcək, və öz geyimlərini dizayn etmək onlarda özünə-inam hissi yaradacaqdır.
Proqram
İştirakçılar əvvəlcə boyalardan istifadə qaydaları ilə tanış olacaq sonra isə peşəkar rəssamın köməkliyi ilə xəyallarındakı obrazı maykalar (t-shirt) üzərinə köçürürlər.
Proqrama nə daxildir
Xüsusi boyalar və fırçalar1 ədəd Mayka (t-shirt)Personajın çəkilmə qaydası üzrə təlimŞəkilin mayka (t-shirt) üzərinə köçürülməsiVacib qeydlər: Təlimçi təsviri İncəsənət üzrə ali təhsilli, Türkiyə, Rusiya və Dubay kimi fərqli coğrafiyalarda sərgiləri olmuş və 5 ildən çoxdur uşaqlara müxtəlif yaradıcılıq sahələrinin tədrisi ilə məşğul olan peşəkardır. Dizayn edilmiş maykalar (t-shirt) ilham mənbəyi kimi iştirakçıların özündə qalacaq.
Sessiyanın dili: Sessiya Azərbaycan dilində aparılacaq.
Ünvan: Nizami küçəsi, 50
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
İndi qeydiyyatdan keçin!","['Baz.E. - Baz, 10:00-15:00 (29 Apr. - 31 Dek.)']"
İncəsənət və Sənətkarlıq,Piano night & Ceramic Masterclass,30,15+,"Hər kəsə Salam!❣️Hər birinizi emalatxanamızda keçiriləcək Piano night & Ceramic Masterclassa dəvət edirik. Piano gecəmizə qoşularaq həm də sevimli fincanınızı hazırlaya bilərsiniz.✨
Ödənişə daxildir: 

Acoustic piano 
Ceramic fincanların boyanması, qlazurlanıb bişirilməsi.
Fincanlar 1-2 həftə ərzində sizlərə təhvil verilir.
Çay & coffee, şirniyyat ödənişə daxildir.   

Ödəniş: 30azn
Tarix: Hər həftənin birinci günü.
Saat: 18:45-20:00
 ","['Baz.E. - Baz.E., 18:45-20:00 (01 May - 26 Avq.)']"
Turlar və Səyahət,Qəbələdə A Frame Ev Kirayəsi,200,1+,"A Frame üslubunda tikilmiş günlük ev.
Ünvan: Qəbələ şəhərinin mərkəzində yerləşir. Qəbələnd və Kanat kimi istirahət mərkəzlərinə maşınla 5 dəqiqəlik məsafədədir.

Dağ meşə mənzərəlidir.
Evdə 3 yataq otağı və 1 uşaq çarpayısı var.
Əlavə olaraq zalda olan divan açılır yataq kimi istifadə oluna bilər.
2 3 ailə yeni 6-7 nəfər rahatlıqla qala bilər.
Ev kombi ilə isinir elavə olaraq hər bir otaqda kondisoner var.
Evdə Wifi,Tv var.
Bundan başqa hər cür şəraitlə təmin olunmuş hamam otağı və mətbəxi var.
Həyətində hovuz və jakuzi var.
Ətrafında xoş vaxt keçirmək üçün ocaq, manqal və samavar istirahəti üçün həyət mətbəxi var.

Qiymət:

Günlük kirayəsi həftə içi: 200 AZN
Həftə sonu: 250 AZN.

Ləğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Cüm., 00:00-00:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 00:00-00:00 (29 Apr. - 31 Dek.)']"
Yoga və Həyat Tərzi,Power Fly Yoga,30,15+,"Azərbaycanda ilk Power Fly Yoga (Güc Fly Yoqası)
Powerflyoga - Həm fiziki, həmdə ruhani inkişaf deməkdir.Powerflyoga sizə bədəninizdə olan gərginliyi aradan qaldırmağa kömək edəcək.Onurğa və əzələləriniz inkişaf edəcək.Powerflyoga vasitəsi ilə bədəndə olan elastiklik bərpa olunur. 
Dərs proqramı:

nəfəs məşğələləri
kriyalar
meditasiya
hərəkətlər və s., öyrənəcək
və ən əsası özünüzü və bədəninizi yenidən kəşf edəcəksiniz.

Qiymətlər:
Aylıq dərs: 140 Azn (aya 12 dərs)
1 dərs: 30 Azn
Saat: 18 :15
Dərs müddəti: 1 saat davam edir.
Ləğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Cüm., 18:15-19:15 (28 Apr. - 10 Noy.)']"
Musiqi və Rəqs,"Latın Amerika Rəqsləri - Salsa, Bachata, Kizomba, Lady Styling",30,14+,"Latın Amerika Rəqsləri
Fərdi, qrup, cütlük dərslərinə qoşula bilərsiniz. Qrup dərslərinin cədvəli aşağıda göstərilib, fərdi və cütlük dərslərinin tarixi iştirakçılar ilə birgə təyin edilir.
Proqram;
Hər həftənin 1-ci və 4-cü günləri orta qrup, 2 və 5-ci günləri üçün isə başlanğıc qrup salsa dərslərinə qatıla bilərsiniz.
Salsa (başlanğıc qrup)🗓 Çərşənbə axşam 19:00 - 20:00🗓 Cümə 19:00 - 20:00
Salsa (Orta qrup)🗓 Bazarertəsi 19:00 - 20:00🗓 Cümə axşamı19:00 - 20:00
Hər həftənin 1-ci və 4-cü günləri kizomba dərslərinə qatıla bilərsiniz.
Kizomba (başlanğıc qrup)🗓 Bazarertəsi 20:00 - 21:00🗓 Cümə axşamı 20:00 - 21:00
Hər həftənin 2-ci və 5-ci günləri baçata  dərslərinə qatıla bilərsiniz.
Baçata (başlanğıc qrup)🗓 Çərşənbə axşam  20:00 - 21:00🗓 Cümə 20:00 - 21:00
Hər həftənin 6-cı günləri baçata lady styling dərslərinə qatıla bilərsiniz.
Baçata Lady Stlying (yalnız xanımlar)🗓 Şənbə 16:00 - 17:30
Qiymət:  Aylıq qrup dərsləri / 8 dərs - 60 AZN
              Fərdi dərs / 1 dərs - 30 AZN
              Cütlük dərsləri (milli və ya vals) / 1 dərs - 35 AZN
              Test dərsi - 15 AZN
📍Ünvan : 28 may küçəsi, Music Gallerynin yanı💃🕺","['Baz.E. - Şən., 19:00-20:00 (28 Apr. - 30 Dek.)', 'Baz.E. - Şən., 19:00-20:00 (28 Apr. - 30 Dek.)', 'Baz.E. - Şən., 19:00-20:00 (28 Apr. - 30 Dek.)', 'Çərş.A. - Cüm., 19:00-20:00 (28 Apr. - 29 Dek.)', 'Baz.E. - Cüm.A., 19:00-20:00 (01 May - 28 Dek.)', 'Baz.E. - Cüm.A., 20:00-21:00 (01 May - 28 Dek.)', 'Çərş.A. - Cüm., 20:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Şən., 20:00-21:00 (29 Apr. - 30 Dek.)']"
Turlar və Səyahət,Elektrik Velosipedi Turu,100,14+,"Tur elektrik velosipedləri ilə həyata keçirilir.Tur zamanı Qusar rayonun gözəl təbiəti ilə  taniş olacaqsınız, yolumuz sərin meşələrdən və əl toxunmaz təbiətdən keçəcək və bələdçi tərəfindən həmin coğrafi ərazilərin tarixi barəsində məlumatlandirilacaqsiniz
Turda iştirak etmək üçün sərbəst velosiped sürmə bacarığı və minimum 1.60 boy həddi vacibdir. Turlar hər bazar günü keçirilir, xüsusi turlar isə hər gün mümkündür, minumum 4 iştirakçı olarsa tur keçirilir.
Elektrik velosiped nədir ? – yolsuzluq üçün yaradılan velosipedlər elektrik mühərrik ilə təchiz edilib – bu sizə yorulmadan istənilən ərazidən rahatlıqla keçməyə imkan verir.Elektrik velosipedlərin bir şarjı ilə təxmini 50 km  qədər məsafəni qət etmək mümkündür.   Çətinlik dərəcəsi qrupdan asilli olaraq seçilirMüxtəlif marşrut növlərimiz vardir20-25km e qədər məsafə qət edilir İdarə olunmasi adi velosipeddən heç də fərqlənmir Yol boyu 80% fiziki enerjini velosipedimiz oz uzərinə goturur bir neçə rejimdə hərəkət etmək mümkündürTurdan əvvəl velosiped barəsində və təhlukəsizlik qaydalari bələdçi tərəfindən izah olunur
7:00 da Nərimanov stansiyasının yaxınlığında yerləşən macdonaldsin qabağından yola çixiriq
10:00 da Qusar şəhərinin mərkəzindən start verilirTur Qusar rayonu ətrafinda kəndlərdən gozəl mənzerəli yerlərdən göldən keçəcək
Qrupun istəyinə gorə fasilələrlə hərəkət edilir14:30 da tur bitir15:00 da Qusardan çıxırıq18:00 da Bakıda oluruq
Turun qiymətinə daxildir:
*Nəqliyyat (Baki-Qusar-Baki)*Foto çəkiliş*Elektrik velosipedlərin icarəsi*Dəbilqə*Bələdçi*Mövsüm meyvələri*Çay süfrəsi qölün qıragında*Texniki Dəstək*Yol üçün meyvə su*Yol üçün rahat çanta*ƏlcəkTurun qiyməti bir nəfər 100 AZN
Tur sizin tərəfinizdən təxirə salınsa ümumi ödənişin 50%i geri qaytarılırBizim tərəfimizdən olunarsa tam şəkildə qaytarılır
Turun qiymətinə daxil deyil:*NaharTurdan sonra qrupun istəyi ilə nahar edilir
Ləğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Yerlər məhduddur,biletləri əldə etməyə tələsin.","['Baz - Baz, 07:00-18:00 (30 Apr. - 31 Dek.)']"
